Vendor_Customer_Name,GSTIN,Invoice_No,Invoice_Date,Ledger_Type,Invoice_Value,Taxable_Value,CGST_Amount,SGST_Amount,IGST_Amount,Total_Tax,Payment_Status,Payment_Date,TDS_Deducted,Account_Code,Remarks,Upload_Timestamp
Mand LLC,297Q4KFMM0QP2ZY,INV-00740,2025-04-02,Receivable,16357.81,12779.54,0.0,0.0,3578.27,3578.27,Unpaid,2025-04-11,0.0,ACC-8296,,2025-11-01 19:53:42
Chaudry-Yadav,09M291AZHZKN2ZN,INV-00741,2025-03-15,Payable,189936.01,169585.72,0.0,0.0,20350.29,20350.29,Paid,2025-03-31,1899.36,ACC-4383,Approved,2025-11-01 19:53:42
Vyas-Palan,19S4DILRZQ8B4ZM,INV-00742,2025-08-19,Payable,614743.73,480268.54,0.0,0.0,134475.19,134475.19,Partial,2025-09-06,6147.44,ACC-7568,,2025-11-01 19:53:42
Prasad Group,079VCCMTPKQ51ZK,INV-00743,2025-09-11,Receivable,238281.03,212750.92,0.0,0.0,25530.11,25530.11,Partial,2025-09-16,0.0,ACC-3054,Pending review,2025-11-01 19:53:42
Parsa Inc,19KHDIU1JTKA1ZZ,INV-00744,2025-08-25,Receivable,423133.04,358587.32,32272.86,32272.86,0.0,64545.72,Partial,2025-09-11,4231.33,ACC-1853,,2025-11-01 19:53:42
Sarna-Kara,090HLINH8JV71ZD,INV-00745,2025-07-26,Payable,270440.56,211281.69,29579.44,29579.44,0.0,59158.87,Unpaid,2025-08-12,2704.41,ACC-9574,,2025-11-01 19:53:42
Sunder Group,273C9NU985LT2ZS,INV-00746,2025-02-18,Payable,336885.34,320843.18,0.0,0.0,16042.16,16042.16,Paid,2025-02-20,3368.85,ACC-7070,Pending review,2025-11-01 19:53:42
Sankar Group,192T24D7V9112ZI,INV-00747,2025-04-27,Receivable,258867.18,231131.41,13867.89,13867.89,0.0,27735.77,Paid,2025-05-09,2588.67,ACC-9598,Pending review,2025-11-01 19:53:42
Varkey-Mangat,27GUQ2086OKW2ZA,INV-00748,2024-09-05,Receivable,154064.22,120362.67,0.0,0.0,33701.55,33701.55,Paid,2024-09-24,0.0,ACC-2373,Approved,2025-11-01 19:53:42
"Parmer, Chowdhury and Shan",074V1TXH376Z4ZE,INV-00749,2024-12-06,Receivable,435418.01,388766.08,23325.97,23325.97,0.0,46651.93,Unpaid,2024-12-15,4354.18,ACC-6149,Pending review,2025-11-01 19:53:42
Sehgal LLC,29DT8BEMC57X1ZJ,INV-00750,2024-11-23,Receivable,257120.8,217898.98,0.0,0.0,39221.82,39221.82,Unpaid,2024-12-08,0.0,ACC-8760,,2025-11-01 19:53:42
Patla-Murty,291A57E8A54H1ZO,INV-00751,2025-04-13,Receivable,230269.0,205597.32,12335.84,12335.84,0.0,24671.68,Partial,2025-04-24,0.0,ACC-3601,,2025-11-01 19:53:42
Salvi Group,193DG60E1ERV4ZK,INV-00752,2025-04-01,Payable,108759.8,103580.76,2589.52,2589.52,0.0,5179.04,Partial,2025-04-24,1087.6,ACC-4952,Approved,2025-11-01 19:53:42
Gaba LLC,09JEQA2O4M842ZU,INV-00753,2025-02-01,Payable,128505.12,122385.83,3059.64,3059.64,0.0,6119.29,Paid,2025-02-17,0.0,ACC-7593,Pending review,2025-11-01 19:53:42
Sabharwal PLC,09A806B4GASF2ZY,INV-00754,2024-09-20,Receivable,44776.39,39978.92,2398.74,2398.74,0.0,4797.47,Partial,2024-09-27,0.0,ACC-3884,Pending review,2025-11-01 19:53:42
Nayar Ltd,07W3PGSF3YN71ZA,INV-00755,2025-05-13,Payable,140797.03,109997.68,15399.67,15399.67,0.0,30799.35,Unpaid,2025-05-17,0.0,ACC-2228,,2025-11-01 19:53:42
Dube-Grewal,07WBABQ0FOT14ZQ,INV-00756,2024-11-26,Receivable,91879.79,87504.56,2187.61,2187.61,0.0,4375.23,Partial,2024-12-25,0.0,ACC-2977,,2025-11-01 19:53:42
Kale and Sons,29D9ER94TEVW2ZP,INV-00757,2025-04-29,Payable,531919.23,450779.01,0.0,0.0,81140.22,81140.22,Unpaid,2025-05-05,0.0,ACC-5825,Pending review,2025-11-01 19:53:42
Raja-Sankar,07XNWZR04HHE1ZH,INV-00758,2025-08-04,Receivable,52786.23,50272.6,1256.82,1256.82,0.0,2513.63,Paid,2025-08-14,0.0,ACC-7621,Pending review,2025-11-01 19:53:42
Barman-Anand,075DIGXL9YSU2ZY,INV-00759,2024-11-07,Payable,201417.23,170692.57,0.0,0.0,30724.66,30724.66,Unpaid,2024-11-13,2014.17,ACC-7960,Verified,2025-11-01 19:53:42
Dara-Dalal,190402W29AW41ZF,INV-00760,2025-03-23,Payable,215092.31,168040.87,23525.72,23525.72,0.0,47051.44,Partial,2025-04-20,2150.92,ACC-4066,Verified,2025-11-01 19:53:42
Saha-Bhalla,07G58O9QJP0X4ZK,INV-00761,2025-02-20,Payable,558181.12,498376.0,29902.56,29902.56,0.0,59805.12,Partial,2025-03-06,5581.81,ACC-1227,Verified,2025-11-01 19:53:42
Sant LLC,073RTXYMSCNX4ZE,INV-00762,2024-10-19,Receivable,155252.84,121291.28,0.0,0.0,33961.56,33961.56,Paid,2024-11-10,0.0,ACC-9117,Verified,2025-11-01 19:53:42
Walla-Bedi,27TK5LP9C5SO4ZG,INV-00763,2024-11-12,Payable,472199.03,421606.28,0.0,0.0,50592.75,50592.75,Unpaid,2024-11-30,0.0,ACC-2170,,2025-11-01 19:53:42
Doshi Inc,290MVF4S2NI84ZF,INV-00764,2025-03-11,Receivable,98321.89,87787.4,0.0,0.0,10534.49,10534.49,Paid,2025-04-10,0.0,ACC-2317,,2025-11-01 19:53:42
"Ghosh, Mody and Doctor",24F7V4K88K682ZO,INV-00765,2025-02-12,Payable,90504.51,76698.74,0.0,0.0,13805.77,13805.77,Unpaid,2025-03-13,905.05,ACC-6610,Verified,2025-11-01 19:53:42
Dixit PLC,27JUL7W8COF31ZM,INV-00766,2024-11-21,Payable,418024.28,326581.47,0.0,0.0,91442.81,91442.81,Unpaid,2024-12-10,0.0,ACC-4026,,2025-11-01 19:53:42
Mallick Group,294C8J6E07FP4ZI,INV-00767,2025-09-25,Receivable,178983.03,170460.03,4261.5,4261.5,0.0,8523.0,Paid,2025-10-04,1789.83,ACC-7172,Pending review,2025-11-01 19:53:42
"Wadhwa, Bal and Deo",19DWQXKE0QC94ZK,INV-00768,2025-01-18,Payable,499011.53,475249.08,11881.23,11881.23,0.0,23762.45,Unpaid,2025-01-24,4990.12,ACC-8267,,2025-11-01 19:53:42
"Karan, Mane and Deep",07EQV5Y21ID94ZT,INV-00769,2025-03-05,Payable,164138.71,128233.37,17952.67,17952.67,0.0,35905.34,Partial,2025-03-06,1641.39,ACC-1532,,2025-11-01 19:53:42
"Batra, Amble and Rau",09CD1406XLYJ2ZC,INV-00770,2024-09-07,Receivable,76229.35,59554.18,0.0,0.0,16675.17,16675.17,Unpaid,2024-09-09,0.0,ACC-6731,Approved,2025-11-01 19:53:42
"Dyal, Kakar and Arora",19RVXD2ZU4NS4ZM,INV-00771,2024-09-22,Payable,320055.26,304814.53,0.0,0.0,15240.73,15240.73,Partial,2024-10-12,0.0,ACC-4684,Pending review,2025-11-01 19:53:42
"Raval, Wagle and Sekhon",278IUZV3ZBXP2ZS,INV-00772,2025-05-26,Receivable,36179.66,28265.36,3957.15,3957.15,0.0,7914.3,Partial,2025-06-01,361.8,ACC-9081,Pending review,2025-11-01 19:53:42
Manda LLC,246HGWLKOBQ62ZV,INV-00773,2025-02-24,Payable,204585.29,182665.44,10959.92,10959.92,0.0,21919.85,Paid,2025-03-25,2045.85,ACC-7350,Pending review,2025-11-01 19:53:42
"Subramanian, Sem and Dara",092LZW1FU5X02ZY,INV-00774,2024-11-28,Receivable,445108.36,423912.72,10597.82,10597.82,0.0,21195.64,Partial,2024-11-30,0.0,ACC-8032,Verified,2025-11-01 19:53:42
Bhasin-Chad,07W04I3DZXLR1ZY,INV-00775,2025-03-15,Payable,139587.93,109053.07,15267.43,15267.43,0.0,30534.86,Unpaid,2025-04-07,0.0,ACC-7473,Approved,2025-11-01 19:53:42
Bhakta LLC,073618LEU6ZU4ZR,INV-00776,2024-12-01,Payable,215256.2,205005.9,0.0,0.0,10250.3,10250.3,Unpaid,2024-12-29,0.0,ACC-5976,Approved,2025-11-01 19:53:42
"Dhar, Narayan and Bedi",27DV5OJZTO7D4ZZ,INV-00777,2025-01-29,Payable,326104.6,310575.81,7764.4,7764.4,0.0,15528.79,Partial,2025-02-14,0.0,ACC-7121,Verified,2025-11-01 19:53:42
Mall LLC,29PBTYJR39II4ZZ,INV-00778,2024-12-20,Receivable,95856.8,81234.58,0.0,0.0,14622.22,14622.22,Partial,2024-12-21,958.57,ACC-9947,,2025-11-01 19:53:42
Misra Group,274RPU9GGSOU2ZX,INV-00779,2025-01-12,Receivable,420440.49,356305.5,32067.49,32067.49,0.0,64134.99,Paid,2025-01-26,4204.4,ACC-6953,,2025-11-01 19:53:42
"Gole, Srinivas and Krish",09N67LM8E49I4ZS,INV-00780,2024-11-05,Payable,73400.95,57344.49,8028.23,8028.23,0.0,16056.46,Paid,2024-11-07,734.01,ACC-2692,Pending review,2025-11-01 19:53:42
Golla Inc,273VZZXT9QUB4ZO,INV-00781,2025-05-13,Payable,314601.88,299620.84,0.0,0.0,14981.04,14981.04,Paid,2025-05-19,3146.02,ACC-7085,Approved,2025-11-01 19:53:42
Dara-Banik,27UUCM5FYCZU4ZA,INV-00782,2025-09-01,Payable,387701.59,302891.87,0.0,0.0,84809.72,84809.72,Partial,2025-09-03,0.0,ACC-9883,Verified,2025-11-01 19:53:42
Batra Group,09HQTYLU58FT4ZS,INV-00783,2025-02-09,Payable,454376.69,432739.7,10818.5,10818.5,0.0,21636.99,Paid,2025-03-10,0.0,ACC-4152,Pending review,2025-11-01 19:53:42
Gola-Dada,19E9WT00IV1G1ZA,INV-00784,2025-07-30,Payable,488381.07,465124.83,11628.12,11628.12,0.0,23256.24,Paid,2025-07-31,4883.81,ACC-5008,Approved,2025-11-01 19:53:42
Chatterjee Ltd,27DOZY2NR4GL1ZW,INV-00785,2025-04-09,Payable,564149.27,440741.62,0.0,0.0,123407.65,123407.65,Paid,2025-04-14,5641.49,ACC-6429,Approved,2025-11-01 19:53:42
"Chaudhry, Lata and D’Alia",29JHMXCQDJ5C4ZB,INV-00786,2025-08-16,Payable,215983.06,192842.02,0.0,0.0,23141.04,23141.04,Paid,2025-09-05,2159.83,ACC-4706,Approved,2025-11-01 19:53:42
Balay and Sons,19ALL2UNCGWR4ZG,INV-00787,2025-02-24,Receivable,64414.82,57513.23,3450.8,3450.8,0.0,6901.59,Unpaid,2025-03-22,644.15,ACC-1547,Pending review,2025-11-01 19:53:42
Bhat-Chadha,19GP41S3QW751ZZ,INV-00788,2025-02-07,Receivable,491574.23,468165.93,11704.15,11704.15,0.0,23408.3,Partial,2025-02-24,4915.74,ACC-5666,Pending review,2025-11-01 19:53:42
"Agarwal, Kapur and Kibe",24GS6RV9777T2ZZ,INV-00789,2025-04-18,Payable,496193.71,472565.44,11814.14,11814.14,0.0,23628.27,Paid,2025-04-25,4961.94,ACC-5825,Pending review,2025-11-01 19:53:42
Ratti PLC,29NI3GOM67364ZY,INV-00790,2025-06-30,Receivable,61322.5,58402.38,1460.06,1460.06,0.0,2920.12,Paid,2025-07-19,0.0,ACC-1118,Verified,2025-11-01 19:53:42
Dua PLC,19UZS1XKE1KW2ZN,INV-00791,2025-03-13,Receivable,52889.09,50370.56,1259.27,1259.27,0.0,2518.53,Partial,2025-04-06,528.89,ACC-4776,Verified,2025-11-01 19:53:42
Kurian and Sons,27LRNR2KYB3G1ZJ,INV-00792,2025-06-28,Payable,421620.84,376447.18,22586.83,22586.83,0.0,45173.66,Unpaid,2025-07-23,0.0,ACC-3649,Verified,2025-11-01 19:53:42
Brahmbhatt-Raval,24BB8NMT3YPS1ZQ,INV-00793,2025-03-09,Receivable,360943.13,343755.36,0.0,0.0,17187.77,17187.77,Unpaid,2025-04-03,3609.43,ACC-6129,Pending review,2025-11-01 19:53:42
Oak and Sons,27QGHLZRUWBN4ZD,INV-00794,2025-01-27,Payable,13800.64,12322.0,739.32,739.32,0.0,1478.64,Paid,2025-02-01,0.0,ACC-9133,,2025-11-01 19:53:42
"Raval, Sinha and Sharaf",2993N4BFIY5P4ZW,INV-00795,2025-07-18,Payable,190891.23,161772.23,14559.5,14559.5,0.0,29119.0,Paid,2025-08-03,0.0,ACC-7089,Approved,2025-11-01 19:53:42
"Jani, Sur and Mallick",24A3N4G2JAYB2ZE,INV-00796,2025-08-06,Payable,365247.42,347854.69,0.0,0.0,17392.73,17392.73,Paid,2025-09-05,0.0,ACC-3986,Approved,2025-11-01 19:53:42
Suri PLC,27F2CTG08ZZK2ZJ,INV-00797,2025-06-19,Payable,145041.33,138134.6,3453.36,3453.36,0.0,6906.73,Partial,2025-06-26,1450.41,ACC-6601,Verified,2025-11-01 19:53:42
Bala Inc,298TRE9QDI3G4ZZ,INV-00798,2024-10-05,Payable,151580.91,128458.4,11561.25,11561.25,0.0,23122.51,Paid,2024-10-18,0.0,ACC-4753,Verified,2025-11-01 19:53:42
Sabharwal-Agate,24FVB71GHLU82ZI,INV-00799,2024-11-29,Receivable,203344.33,181557.44,0.0,0.0,21786.89,21786.89,Unpaid,2024-12-07,2033.44,ACC-3098,,2025-11-01 19:53:42
Bedi-Krishna,09N8SIWMZAP44ZQ,INV-00800,2025-01-26,Receivable,316800.99,282858.03,16971.48,16971.48,0.0,33942.96,Unpaid,2025-02-06,0.0,ACC-9334,,2025-11-01 19:53:42
"Barad, Ray and Yadav",27ECSAZ0LB6Y1ZM,INV-00801,2024-09-02,Receivable,365732.75,285728.71,0.0,0.0,80004.04,80004.04,Unpaid,2024-09-06,3657.33,ACC-3324,Verified,2025-11-01 19:53:42
Randhawa-Dutta,291BTA3RUNYN4ZH,INV-00802,2025-08-16,Receivable,295443.15,250375.55,22533.8,22533.8,0.0,45067.6,Paid,2025-08-31,2954.43,ACC-4744,Verified,2025-11-01 19:53:42
Sani-Mody,24Q7FTMFWG891ZL,INV-00803,2025-09-14,Payable,23905.84,20259.19,0.0,0.0,3646.65,3646.65,Partial,2025-10-03,0.0,ACC-9733,Approved,2025-11-01 19:53:42
"Talwar, Bava and Chaudhary",27QZTIO4M7PP4ZO,INV-00804,2025-04-16,Receivable,610129.06,476663.33,66732.87,66732.87,0.0,133465.73,Paid,2025-04-25,0.0,ACC-3723,Verified,2025-11-01 19:53:42
Kar Ltd,07LO0HHGH5XW2ZR,INV-00805,2025-09-27,Payable,469779.68,398118.37,35830.65,35830.65,0.0,71661.31,Unpaid,2025-10-20,0.0,ACC-6437,Approved,2025-11-01 19:53:42
"Garde, Dhar and Taneja",29OQTQ685OHM1ZV,INV-00806,2025-03-16,Payable,600562.91,469189.77,0.0,0.0,131373.14,131373.14,Unpaid,2025-03-20,0.0,ACC-3286,Verified,2025-11-01 19:53:42
Soni-Tella,09AHUG9Y1XU21ZN,INV-00807,2025-02-10,Payable,268356.57,239604.08,14376.25,14376.25,0.0,28752.49,Unpaid,2025-02-18,2683.57,ACC-1808,,2025-11-01 19:53:42
Sharaf Group,07V1TWBDCA752ZC,INV-00808,2025-02-08,Receivable,550429.53,466465.7,0.0,0.0,83963.83,83963.83,Partial,2025-02-23,5504.3,ACC-5275,,2025-11-01 19:53:42
Zachariah Group,24FH4N6V3RZK1ZZ,INV-00809,2025-06-15,Payable,98905.05,88308.08,0.0,0.0,10596.97,10596.97,Unpaid,2025-07-08,989.05,ACC-3151,Pending review,2025-11-01 19:53:42
"Pingle, Misra and Ranganathan",09E6OUWZK4IE1ZO,INV-00810,2024-10-20,Payable,425913.62,380280.02,22816.8,22816.8,0.0,45633.6,Partial,2024-11-07,0.0,ACC-5167,Approved,2025-11-01 19:53:42
"Bali, Brahmbhatt and Deshmukh",09NGAY37VG684ZS,INV-00811,2025-02-24,Payable,466143.18,443945.89,11098.65,11098.65,0.0,22197.29,Partial,2025-03-02,4661.43,ACC-1121,Approved,2025-11-01 19:53:42
"Sachdeva, Viswanathan and Vasa",27GWY7D78HWK1ZL,INV-00812,2025-07-06,Receivable,629695.68,491949.75,0.0,0.0,137745.93,137745.93,Unpaid,2025-07-08,0.0,ACC-7262,Pending review,2025-11-01 19:53:42
Palla LLC,196PG4GKS6R61ZU,INV-00813,2025-01-01,Payable,416837.7,353252.29,31792.71,31792.71,0.0,63585.41,Paid,2025-01-26,0.0,ACC-8045,Approved,2025-11-01 19:53:42
"Sarkar, Mohan and Rau",09MJ9XXLB57A4ZA,INV-00814,2025-02-02,Payable,251556.93,196528.85,27514.04,27514.04,0.0,55028.08,Unpaid,2025-03-02,2515.57,ACC-1936,Pending review,2025-11-01 19:53:42
Sibal Ltd,09BYZM242OM74ZI,INV-00815,2025-06-10,Receivable,123336.76,104522.68,9407.04,9407.04,0.0,18814.08,Unpaid,2025-07-03,1233.37,ACC-5748,,2025-11-01 19:53:42
Bawa-Khalsa,2767DXLSE33D1ZF,INV-00816,2025-03-11,Receivable,46849.59,41829.99,0.0,0.0,5019.6,5019.6,Paid,2025-04-09,468.5,ACC-9248,Approved,2025-11-01 19:53:42
Mutti-Borde,27AA35WFW5Q54ZD,INV-00817,2025-07-11,Payable,78141.74,69769.41,0.0,0.0,8372.33,8372.33,Partial,2025-07-29,0.0,ACC-6253,,2025-11-01 19:53:42
"Kala, Murthy and Merchant",247GZDPYHZNW1ZP,INV-00818,2024-12-11,Receivable,457006.64,357036.44,0.0,0.0,99970.2,99970.2,Paid,2024-12-24,4570.07,ACC-1294,Approved,2025-11-01 19:53:42
Rattan-Sinha,09KY5CGAGHFT1ZW,INV-00819,2024-11-03,Receivable,372125.64,354405.37,0.0,0.0,17720.27,17720.27,Unpaid,2024-11-08,3721.26,ACC-3757,Approved,2025-11-01 19:53:42
"Basu, Nath and Buch",2941IO4KOXHJ2ZX,INV-00820,2025-01-02,Receivable,318564.49,269969.91,24297.29,24297.29,0.0,48594.58,Paid,2025-01-30,3185.64,ACC-6224,Approved,2025-11-01 19:53:42
Sura LLC,29CCM0W3C1ZA4ZV,INV-00821,2024-10-16,Payable,195897.75,166015.04,0.0,0.0,29882.71,29882.71,Partial,2024-10-29,0.0,ACC-3605,Pending review,2025-11-01 19:53:42
Som PLC,19J4Q0RR1L9G4ZF,INV-00822,2024-09-22,Payable,446110.28,348523.66,48793.31,48793.31,0.0,97586.62,Unpaid,2024-09-23,4461.1,ACC-9737,Pending review,2025-11-01 19:53:42
Mangat LLC,09L28O5QF0N81ZZ,INV-00823,2025-02-10,Receivable,220543.79,196914.1,11814.84,11814.84,0.0,23629.69,Partial,2025-03-08,2205.44,ACC-7647,Pending review,2025-11-01 19:53:42
Wadhwa LLC,07A2XGVGDOFM1ZP,INV-00824,2025-03-20,Receivable,103338.51,87575.01,0.0,0.0,15763.5,15763.5,Unpaid,2025-03-26,1033.39,ACC-4091,Approved,2025-11-01 19:53:42
Kapadia-Bansal,29R0P8F8C8CL2ZT,INV-00825,2025-01-27,Payable,101534.87,79324.12,0.0,0.0,22210.75,22210.75,Partial,2025-01-28,0.0,ACC-3777,Pending review,2025-11-01 19:53:42
Upadhyay-Dewan,09R8WMLWWVTM2ZZ,INV-00826,2025-08-19,Payable,511421.19,433407.79,39006.7,39006.7,0.0,78013.4,Unpaid,2025-08-22,0.0,ACC-3867,Verified,2025-11-01 19:53:42
Tailor and Sons,27ANI8Y66W6R2ZR,INV-00827,2025-02-22,Payable,345548.49,292837.7,0.0,0.0,52710.79,52710.79,Partial,2025-03-17,3455.48,ACC-7462,Pending review,2025-11-01 19:53:42
Khanna and Sons,2982U6ZV3IU62ZQ,INV-00828,2024-10-19,Receivable,222017.87,198230.24,11893.82,11893.82,0.0,23787.63,Paid,2024-10-24,0.0,ACC-1004,Approved,2025-11-01 19:53:42
"Lal, Guha and Desai",27TQ680COG1Z2ZY,INV-00829,2024-10-01,Receivable,271192.32,242136.0,0.0,0.0,29056.32,29056.32,Paid,2024-10-20,0.0,ACC-4181,Pending review,2025-11-01 19:53:42
Doctor-Behl,07MWU28RL5H31ZT,INV-00830,2025-07-07,Payable,72426.46,68977.58,0.0,0.0,3448.88,3448.88,Unpaid,2025-08-03,0.0,ACC-1644,Verified,2025-11-01 19:53:42
Dugar PLC,192K2P3AJFAX2ZC,INV-00831,2025-03-08,Payable,266358.79,237820.35,14269.22,14269.22,0.0,28538.44,Partial,2025-03-11,0.0,ACC-2382,Pending review,2025-11-01 19:53:42
Dyal Group,24NFPL7QHVKV2ZA,INV-00832,2024-11-03,Payable,42111.26,35687.51,3211.88,3211.88,0.0,6423.75,Unpaid,2024-11-28,0.0,ACC-3910,Pending review,2025-11-01 19:53:42
Manda Inc,07F3NAPLGW1X2ZS,INV-00833,2025-09-23,Payable,303008.5,288579.52,0.0,0.0,14428.98,14428.98,Unpaid,2025-10-20,0.0,ACC-2422,Pending review,2025-11-01 19:53:42
"Khatri, Bava and Mitra",09CCFS7I19MO1ZP,INV-00834,2025-03-25,Receivable,354693.86,277104.58,38794.64,38794.64,0.0,77589.28,Paid,2025-04-17,0.0,ACC-1348,Pending review,2025-11-01 19:53:42
Johal-Nigam,24F33QE6JIXU1ZU,INV-00835,2025-08-24,Receivable,126529.98,120504.74,0.0,0.0,6025.24,6025.24,Unpaid,2025-09-15,0.0,ACC-7553,Approved,2025-11-01 19:53:42
"Oommen, Sinha and Sen",29188ELNWOSK1ZV,INV-00836,2025-09-01,Receivable,369170.69,351591.13,0.0,0.0,17579.56,17579.56,Paid,2025-10-01,3691.71,ACC-7848,Verified,2025-11-01 19:53:42
"Dhar, Suresh and Cheema",29VHUAZUN6FH4ZA,INV-00837,2025-07-19,Receivable,442127.6,374684.41,33721.6,33721.6,0.0,67443.19,Unpaid,2025-08-16,0.0,ACC-5610,Pending review,2025-11-01 19:53:42
Prasad-Dash,19NN41JH6OXQ2ZT,INV-00838,2025-07-31,Receivable,434182.04,339204.72,0.0,0.0,94977.32,94977.32,Paid,2025-08-01,4341.82,ACC-4739,,2025-11-01 19:53:42
Divan and Sons,29END7H10KYH4ZJ,INV-00839,2025-03-04,Payable,265722.34,237252.09,14235.12,14235.12,0.0,28470.25,Paid,2025-03-13,0.0,ACC-8285,,2025-11-01 19:53:42
"Bandi, Sood and Baral",29SLHGMRZZQO1ZP,INV-00840,2025-05-04,Payable,336071.84,284806.64,0.0,0.0,51265.2,51265.2,Paid,2025-05-26,0.0,ACC-4247,,2025-11-01 19:53:42
Pandya LLC,27W54W487KNU1ZD,INV-00841,2024-09-28,Payable,213185.71,190344.38,11420.67,11420.67,0.0,22841.33,Paid,2024-10-19,2131.86,ACC-5243,Approved,2025-11-01 19:53:42
Sandhu Inc,245CPA16KJ751ZD,INV-00842,2025-07-23,Payable,393422.04,374687.66,9367.19,9367.19,0.0,18734.38,Unpaid,2025-08-02,0.0,ACC-4277,Verified,2025-11-01 19:53:42
"Pal, Mani and Kade",29ADI5UUJZR01ZG,INV-00843,2024-10-04,Receivable,262136.42,204794.08,0.0,0.0,57342.34,57342.34,Unpaid,2024-10-13,2621.36,ACC-5713,Verified,2025-11-01 19:53:42
Parmar-Dhingra,27R3O9UBC1KK2ZG,INV-00844,2025-01-15,Payable,25915.53,21962.31,0.0,0.0,3953.22,3953.22,Unpaid,2025-01-21,0.0,ACC-7362,Approved,2025-11-01 19:53:42
Seshadri-Vasa,29Y39BU4UZ2Z4ZB,INV-00845,2025-01-25,Receivable,222284.92,188377.05,16953.94,16953.94,0.0,33907.87,Unpaid,2025-02-23,2222.85,ACC-1518,,2025-11-01 19:53:42
"Nagarajan, Nigam and Dugar",09TN60TLXOUN2ZY,INV-00846,2025-01-28,Payable,105395.53,82340.26,11527.64,11527.64,0.0,23055.27,Unpaid,2025-02-17,0.0,ACC-1737,Approved,2025-11-01 19:53:42
Sarraf-Agrawal,078DJE7XQTY62ZQ,INV-00847,2025-07-18,Receivable,95668.19,81074.74,0.0,0.0,14593.45,14593.45,Paid,2025-08-03,0.0,ACC-6573,Verified,2025-11-01 19:53:42
Bhargava and Sons,19F3HYCPESBD1ZI,INV-00848,2025-06-09,Receivable,375952.75,335672.1,0.0,0.0,40280.65,40280.65,Paid,2025-06-12,3759.53,ACC-9100,Pending review,2025-11-01 19:53:42
Khurana-Keer,24ZME02TOXOU4ZN,INV-00849,2025-08-19,Payable,397180.45,378267.1,0.0,0.0,18913.35,18913.35,Unpaid,2025-09-11,0.0,ACC-3763,Approved,2025-11-01 19:53:42
Karan-Balasubramanian,24XFY1Z682R64ZJ,INV-00850,2025-01-02,Payable,448803.89,380342.28,0.0,0.0,68461.61,68461.61,Unpaid,2025-01-12,0.0,ACC-5379,Verified,2025-11-01 19:53:42
Ramaswamy Ltd,19W8GAKH3YCQ1ZN,INV-00851,2025-03-03,Payable,354655.17,334176.67,8354.42,8354.42,0.0,16708.83,Paid,2025-03-12,3508.86,ACC-6658,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Dash, Sawhney and Bhakta",07NHPVRWBRBL1ZI,INV-00852,2025-08-25,Receivable,308952.98,242062.77,0.0,0.0,67777.58,67777.58,Paid,2025-09-11,3098.4,ACC-7368,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Lalla Group,09YWM8RABR6R4ZC,INV-00853,2024-10-13,Receivable,137150.03,130240.86,3256.02,3256.02,0.0,6512.04,Partial,2024-11-07,1367.53,ACC-1176,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Sampath, Wagle and Roy",090I9BL14HOA1ZS,INV-00854,2025-08-12,Receivable,495815.83,392609.1,0.0,0.0,109930.55,109930.55,Partial,2025-08-24,5025.4,ACC-4692,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Krishnamurthy, Bassi and Bava",19GJU2T0JESG2ZJ,INV-00855,2024-11-23,Payable,34652.66,29510.08,2655.91,2655.91,0.0,5311.81,Unpaid,2024-12-11,348.22,ACC-1679,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Dhingra, Krish and Loyal",27Y8CRIN0XGN2ZF,INV-00856,2024-12-24,Receivable,224110.45,176634.5,0.0,0.0,49457.66,49457.66,Paid,2024-12-31,2260.92,ACC-9449,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Oza-Chakraborty,24QZ6DF08UPN4ZN,INV-00857,2024-09-11,Receivable,420287.35,357120.32,0.0,0.0,64281.66,64281.66,Paid,2024-10-02,4214.02,ACC-1198,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Varghese and Sons,09RKUPCJ8MO71ZD,INV-00858,2024-09-13,Payable,102022.03,89377.71,0.0,0.0,10725.33,10725.33,Partial,2024-09-24,1001.03,ACC-4721,Amount discrepancy - verify TDS,2025-11-01 19:53:42
Basak LLC,09XTUR8XUEBH2ZE,INV-00859,2025-09-18,Receivable,371421.09,353722.21,8843.06,8843.06,0.0,17686.11,Partial,2025-10-17,3714.08,ACC-6127,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Dewan, Banik and Kashyap",27SASJTK3LIR1ZG,INV-00860,2025-08-06,Receivable,310341.96,242632.18,0.0,0.0,67937.01,67937.01,Paid,2025-08-09,3105.69,ACC-7403,Amount discrepancy - verify TDS,2025-11-01 19:53:42
"Om, Gill and Loyal",27GTW4CY4F1R1ZS,INV-00861,2024-11-24,Payable,169278.25,131063.23,18348.85,18348.85,0.0,36697.7,Unpaid,2024-12-19,1677.61,ACC-1262,Amount discrepancy - verify TDS,2025-11-01 19:53:42
